Date,Open,High,Low,Close,Volume,Adj Close
2015-10-21,6345.100098,6387.299805,6316.299805,6348.399902,596747600,6348.399902
2015-10-20,6352.299805,6367.799805,6319.299805,6345.100098,574547000,6345.100098
2015-10-19,6378.00,6408.100098,6336.299805,6352.299805,000,6352.299805
2015-10-16,6338.700195,6398.200195,6338.700195,6378.00,592309300,6378.00
2015-10-15,6269.600098,6351.399902,6269.600098,6338.700195,000,6338.700195
2015-10-14,6342.299805,6342.299805,6268.299805,6269.600098,000,6269.600098
2015-10-13,6371.200195,6371.200195,6303.00,6342.299805,700891400,6342.299805
2015-10-12,6416.200195,6416.200195,6351.299805,6371.200195,535951300,6371.200195
2015-10-09,6374.799805,6453.200195,6374.799805,6416.200195,745150000,6416.200195
2015-10-08,6336.399902,6380.299805,6303.50,6374.799805,720040900,6374.799805
2015-10-07,6326.200195,6396.299805,6319.799805,6336.399902,985472100,6336.399902
2015-10-06,6298.899902,6343.700195,6255.100098,6326.200195,000,6326.200195
2015-10-05,6130.00,6301.100098,6130.00,6298.899902,863396300,6298.899902
2015-10-02,6072.50,6176.200195,6051.600098,6130.00,861807200,6130.00
2015-10-01,6061.600098,6172.799805,6053.299805,6072.50,847372200,6072.50
2015-09-30,5909.200195,6061.600098,5909.200195,6061.600098,1018944000,6061.600098
2015-09-29,5958.899902,5958.899902,5877.100098,5909.200195,1000021900,5909.200195
2015-09-28,6109.00,6110.299805,5958.899902,5958.899902,968395200,5958.899902
2015-09-25,5961.50,6120.700195,5961.50,6109.00,837519200,6109.00
2015-09-24,6032.200195,6055.600098,5947.200195,5961.50,867489200,5961.50
2015-09-23,5935.799805,6067.600098,5933.200195,6032.200195,725707700,6032.200195
2015-09-22,6108.700195,6111.600098,5935.799805,5935.799805,941657100,5935.799805
2015-09-21,6104.100098,6168.700195,6083.600098,6108.700195,697537600,6108.700195
2015-09-18,6187.00,6188.700195,6053.899902,6104.100098,1508172800,6104.100098
2015-09-17,6229.200195,6239.899902,6182.600098,6187.00,836839300,6187.00
2015-09-16,6137.600098,6244.899902,6137.600098,6229.200195,818994800,6229.200195
2015-09-15,6084.600098,6158.100098,6019.899902,6137.600098,706522000,6137.600098
2015-09-14,6117.799805,6191.799805,6065.399902,6084.600098,598665000,6084.600098
2015-09-11,6155.799805,6174.299805,6113.100098,6117.799805,000,6117.799805
2015-09-10,6229.00,6229.00,6127.50,6155.799805,749536800,6155.799805
2015-09-09,6146.100098,6284.200195,6146.100098,6229.00,734267900,6229.00
2015-09-08,6074.50,6196.50,6074.50,6146.100098,664577700,6146.100098
2015-09-07,6042.899902,6125.700195,6042.899902,6074.50,464760500,6074.50
2015-09-04,6194.100098,6194.100098,6040.50,6042.899902,743172100,6042.899902
2015-09-03,6083.299805,6215.700195,6083.299805,6194.100098,735720100,6194.100098
2015-09-02,6058.50,6161.700195,6021.399902,6083.299805,769181300,6083.299805
2015-09-01,6247.899902,6247.899902,6028.700195,6058.50,1001128800,6058.50
2015-08-28,6192.00,6247.899902,6152.00,6247.899902,868831700,6247.899902
2015-08-27,5979.200195,6212.50,5979.200195,6192.00,1028065800,6192.00
2015-08-26,6081.299805,6095.100098,5949.899902,5979.200195,991933700,5979.200195
2015-08-25,5898.899902,6115.700195,5898.899902,6081.299805,1335924300,6081.299805
2015-08-24,6187.700195,6187.700195,5768.200195,5898.899902,1657266300,5898.899902
2015-08-21,6367.899902,6367.899902,6187.700195,6187.700195,807243600,6187.700195
2015-08-20,6403.50,6408.600098,6359.700195,6367.899902,728564100,6367.899902
2015-08-19,6526.299805,6526.50,6403.50,6403.50,699446800,6403.50
2015-08-18,6550.299805,6564.600098,6505.700195,6526.299805,538348700,6526.299805
2015-08-17,6550.700195,6585.899902,6507.799805,6550.299805,471278500,6550.299805
2015-08-14,6568.299805,6603.200195,6544.399902,6550.700195,577612000,6550.700195
2015-08-13,6571.200195,6634.700195,6553.50,6568.299805,668900300,6568.299805
2015-08-12,6664.50,6664.50,6536.399902,6571.200195,1085554700,6571.200195
2015-08-11,6736.200195,6736.200195,6664.00,6664.50,727572100,6664.50
2015-08-10,6718.50,6751.50,6653.700195,6736.200195,765478700,6736.200195
2015-08-07,6747.100098,6754.799805,6718.50,6718.50,595585900,6718.50
2015-08-06,6752.399902,6763.299805,6717.50,6747.100098,691613500,6747.100098
2015-08-05,6686.600098,6764.799805,6686.600098,6752.399902,847270800,6752.399902
2015-08-04,6688.600098,6715.50,6644.700195,6686.600098,1399430100,6686.600098
2015-08-03,6696.299805,6710.799805,6668.200195,6688.600098,679885300,6688.600098
2015-07-31,6668.899902,6705.399902,6646.299805,6696.299805,958422600,6696.299805
2015-07-30,6631.00,6697.399902,6631.00,6668.899902,778087100,6668.899902
2015-07-29,6555.299805,6634.00,6555.299805,6631.00,820041700,6631.00
2015-07-28,6505.100098,6569.50,6505.100098,6555.299805,709236100,6555.299805
2015-07-27,6579.799805,6589.50,6495.700195,6505.100098,678322600,6505.100098
2015-07-24,6655.00,6684.799805,6574.00,6579.799805,644793200,6579.799805
2015-07-23,6667.299805,6711.50,6644.899902,6655.00,632287000,6655.00
2015-07-22,6769.100098,6769.100098,6653.399902,6667.299805,693476700,6667.299805
2015-07-21,6788.700195,6800.100098,6758.799805,6769.100098,556304800,6769.100098
2015-07-20,6775.100098,6813.399902,6772.100098,6788.700195,419532500,6788.700195
2015-07-17,6796.50,6799.799805,6764.799805,6775.100098,584213200,6775.100098
2015-07-16,6753.799805,6805.100098,6752.100098,6796.50,587458400,6796.50
2015-07-15,6753.799805,6775.899902,6728.50,6753.799805,549549300,6753.799805
2015-07-14,6738.00,6753.799805,6710.600098,6753.799805,595318500,6753.799805
2015-07-13,6673.399902,6743.100098,6673.399902,6738.00,643184300,6738.00
2015-07-10,6581.600098,6687.600098,6581.600098,6673.399902,699409100,6673.399902
2015-07-09,6490.700195,6594.200195,6490.700195,6581.600098,764973200,6581.600098
2015-07-08,6432.200195,6515.100098,6430.399902,6490.700195,913111000,6490.700195
2015-07-07,6535.700195,6543.799805,6432.200195,6432.200195,767758000,6432.200195
2015-07-06,6585.799805,6585.799805,6506.700195,6535.700195,610644900,6535.700195
2015-07-03,6630.50,6630.799805,6572.50,6585.799805,448998200,6585.799805
2015-07-02,6608.600098,6647.700195,6600.399902,6630.50,590421700,6630.50
2015-07-01,6521.00,6637.299805,6521.00,6608.600098,789588400,6608.600098
2015-06-30,6620.50,6620.799805,6521.00,6521.00,882243000,6521.00
2015-06-29,6753.700195,6753.700195,6598.600098,6620.50,762752000,6620.50
2015-06-26,6807.799805,6807.799805,6731.100098,6753.700195,597278600,6753.700195
2015-06-25,6844.799805,6869.00,6798.799805,6807.799805,655333800,6807.799805
2015-06-24,6834.899902,6873.399902,6834.299805,6844.799805,668257700,6844.799805
2015-06-23,6825.700195,6856.50,6825.700195,6834.899902,580137000,6834.899902
2015-06-22,6710.50,6825.700195,6710.50,6825.700195,749484400,6825.700195
2015-06-19,6707.899902,6759.299805,6691.799805,6710.50,1273130400,6710.50
2015-06-18,6680.600098,6707.899902,6625.200195,6707.899902,773442100,6707.899902
2015-06-17,6710.100098,6731.50,6666.00,6680.600098,685273800,6680.600098
2015-06-16,6710.50,6723.50,6656.899902,6710.100098,718299200,6710.100098
2015-06-15,6784.899902,6784.899902,6708.50,6710.50,557004700,6710.50
2015-06-12,6846.700195,6846.700195,6760.100098,6784.899902,592427400,6784.899902
2015-06-11,6830.299805,6870.200195,6807.299805,6846.700195,678574100,6846.700195
2015-06-10,6753.799805,6843.600098,6734.200195,6830.299805,818584900,6830.299805
2015-06-09,6790.00,6803.799805,6736.899902,6753.799805,682109200,6753.799805
2015-06-08,6804.600098,6827.200195,6781.700195,6790.00,539187300,6790.00
2015-06-05,6859.200195,6859.200195,6785.200195,6804.600098,754508500,6804.600098
2015-06-04,6950.50,6950.50,6839.00,6859.200195,783604900,6859.200195
2015-06-03,6928.299805,6985.700195,6901.799805,6950.50,701168000,6950.50
2015-06-02,6953.600098,6972.299805,6872.100098,6928.299805,864607700,6928.299805
2015-06-01,6984.399902,7037.600098,6942.700195,6953.600098,694968900,6953.600098
2015-05-29,7040.899902,7069.899902,6967.899902,6984.399902,1177305700,6984.399902
2015-05-28,7033.299805,7049.600098,7005.899902,7040.899902,606689900,7040.899902
2015-05-27,6949.00,7054.100098,6948.600098,7033.299805,648739500,7033.299805
2015-05-26,7031.700195,7039.600098,6930.299805,6949.00,672679700,6949.00
2015-05-22,7013.50,7061.700195,7013.50,7031.700195,621811200,7031.700195
2015-05-21,7007.299805,7026.00,6994.299805,7013.50,565597600,7013.50
2015-05-20,6995.100098,7018.700195,6962.100098,7007.299805,825148300,7007.299805
2015-05-19,6968.899902,7011.399902,6968.899902,6995.100098,778022500,6995.100098
2015-05-18,6960.50,7015.50,6931.600098,6968.899902,614216300,6968.899902
2015-05-15,6973.00,7009.399902,6937.100098,6960.50,703827400,6960.50
2015-05-14,6949.600098,6977.899902,6884.600098,6973.00,603503300,6973.00
2015-05-13,6933.799805,6989.899902,6920.700195,6949.600098,795743700,6949.600098
2015-05-12,7029.899902,7029.899902,6887.50,6933.799805,839991900,6933.799805
2015-05-11,7046.799805,7083.700195,7025.200195,7029.899902,792210200,7029.899902
2015-05-08,6887.00,7046.799805,6885.799805,7046.799805,1385914100,7046.799805
2015-05-07,6933.700195,6933.700195,6810.100098,6887.00,945024800,6887.00
2015-05-06,6927.600098,6974.799805,6913.50,6933.700195,883946300,6933.700195
2015-05-05,6986.00,7053.200195,6927.600098,6927.600098,1019856100,6927.600098
2015-05-01,6960.600098,6995.399902,6919.399902,6986.00,838058900,6986.00
2015-04-30,6946.299805,6970.299805,6906.200195,6960.600098,906266700,6960.600098
2015-04-29,7030.50,7058.200195,6945.600098,6946.299805,767322400,6946.299805
2015-04-28,7104.00,7104.00,6984.00,7030.50,796371600,7030.50
2015-04-27,7070.700195,7122.700195,7025.299805,7104.00,679761700,7104.00
2015-04-24,7053.700195,7102.600098,7051.200195,7070.700195,796682000,7070.700195
2015-04-23,7028.200195,7055.200195,6995.799805,7053.700195,714656500,7053.700195
2015-04-22,7062.899902,7092.299805,6997.200195,7028.200195,785146300,7028.200195
2015-04-21,7052.100098,7105.100098,7030.00,7062.899902,655787700,7062.899902
2015-04-20,6994.600098,7067.799805,6994.600098,7052.100098,583888000,7052.100098
2015-04-17,7060.50,7093.50,6979.299805,6994.600098,776519900,6994.600098
2015-04-16,7096.799805,7119.399902,7057.700195,7060.50,750900800,7060.50
2015-04-15,7075.299805,7111.700195,7058.299805,7096.799805,722590500,7096.799805
2015-04-14,7064.299805,7086.100098,7044.600098,7075.299805,669927300,7075.299805
2015-04-13,7089.799805,7089.799805,7046.700195,7064.299805,592637100,7064.299805
2015-04-10,7015.399902,7095.399902,7015.399902,7089.799805,801926500,7089.799805
2015-04-09,6937.399902,7017.00,6937.399902,7015.399902,698600800,7015.399902
2015-04-08,6961.799805,7012.100098,6931.600098,6937.399902,865524000,6937.399902
2015-04-07,6833.50,6967.700195,6833.50,6961.799805,704104300,6961.799805
2015-04-02,6809.50,6849.899902,6801.299805,6833.50,575894800,6833.50
2015-04-01,6773.00,6856.399902,6765.399902,6809.50,800482200,6809.50
2015-03-31,6891.399902,6910.100098,6765.100098,6773.00,900335700,6773.00
2015-03-30,6855.00,6914.600098,6855.00,6891.399902,639393900,6891.399902
2015-03-27,6895.299805,6910.600098,6839.899902,6855.00,736697300,6855.00
2015-03-26,6991.00,6991.00,6876.799805,6895.299805,936518300,6895.299805
2015-03-25,7019.700195,7035.100098,6983.899902,6991.00,645837600,6991.00
2015-03-24,7037.700195,7065.100098,7012.50,7019.700195,702620900,7019.700195
2015-03-23,7022.50,7037.700195,6991.399902,7037.700195,673591200,7037.700195
2015-03-20,6962.299805,7024.200195,6960.799805,7022.50,1419421400,7022.50
2015-03-19,6945.200195,6982.799805,6929.700195,6962.299805,809174400,6962.299805
2015-03-18,6837.600098,6945.200195,6837.299805,6945.200195,772632700,6945.200195
2015-03-17,6804.100098,6846.899902,6798.50,6837.600098,757362800,6837.600098
2015-03-16,6740.600098,6809.100098,6740.600098,6804.100098,685731900,6804.100098
2015-03-13,6761.100098,6777.799805,6713.50,6740.600098,710321200,6740.600098
2015-03-12,6721.50,6799.799805,6721.50,6761.100098,845927100,6761.100098
2015-03-11,6702.799805,6739.00,6693.799805,6721.50,746833900,6721.50
2015-03-10,6876.50,6876.899902,6702.799805,6702.799805,887272000,6702.799805
2015-03-09,6911.799805,6911.799805,6859.799805,6876.50,670579200,6876.50
2015-03-06,6961.100098,6961.200195,6911.799805,6911.799805,748637900,6911.799805
2015-03-05,6919.200195,6968.600098,6914.100098,6961.100098,798406800,6961.100098
2015-03-04,6889.100098,6919.200195,6862.899902,6919.200195,741168200,6919.200195
2015-03-03,6940.600098,6963.600098,6889.100098,6889.100098,784037600,6889.100098
2015-03-02,6946.700195,6974.299805,6924.299805,6940.600098,778879400,6940.600098
2015-02-27,6949.700195,6967.200195,6929.799805,6946.700195,881579100,6946.700195
2015-02-26,6935.399902,6950.00,6920.50,6949.700195,782087000,6949.700195
2015-02-25,6949.600098,6955.399902,6904.899902,6935.399902,697704800,6935.399902
2015-02-24,6912.200195,6958.899902,6899.600098,6949.600098,831640000,6949.600098
2015-02-23,6915.200195,6943.600098,6885.899902,6912.200195,680805600,6912.200195
2015-02-20,6888.899902,6920.50,6884.799805,6915.200195,764028800,6915.200195
2015-02-19,6898.100098,6907.299805,6858.700195,6888.899902,641759700,6888.899902
2015-02-18,6898.100098,6921.299805,6876.299805,6898.100098,677405400,6898.100098
2015-02-17,6857.100098,6898.100098,6819.799805,6898.100098,612932700,6898.100098
2015-02-16,6873.50,6878.700195,6851.799805,6857.100098,415979100,6857.100098
2015-02-13,6828.100098,6887.600098,6828.100098,6873.50,734854200,6873.50
2015-02-12,6818.200195,6854.600098,6817.200195,6828.100098,809863300,6828.100098
2015-02-11,6829.100098,6838.299805,6786.100098,6818.200195,623275800,6818.200195
2015-02-10,6837.200195,6843.899902,6788.899902,6829.100098,773108400,6829.100098
2015-02-09,6853.399902,6853.399902,6778.00,6837.200195,620697200,6837.200195
2015-02-06,6865.899902,6886.200195,6835.50,6853.399902,648533700,6853.399902
2015-02-05,6860.00,6870.100098,6808.200195,6865.899902,731200400,6865.899902
2015-02-04,6871.799805,6883.50,6804.100098,6860.00,817845800,6860.00
2015-02-03,6782.600098,6886.299805,6782.399902,6871.799805,855708500,6871.799805
2015-02-02,6749.399902,6795.50,6732.00,6782.600098,757554400,6782.600098
2015-01-30,6810.600098,6844.00,6749.399902,6749.399902,799357300,6749.399902
2015-01-29,6825.899902,6825.899902,6750.200195,6810.600098,704517100,6810.600098
2015-01-28,6811.600098,6863.00,6777.100098,6825.899902,779603800,6825.899902
2015-01-27,6852.399902,6865.00,6773.50,6811.600098,713907000,6811.600098
2015-01-26,6832.799805,6855.899902,6790.100098,6852.399902,611915000,6852.399902
2015-01-23,6796.600098,6841.700195,6796.600098,6832.799805,839368300,6832.799805
2015-01-22,6728.00,6808.200195,6726.200195,6796.600098,926018400,6796.600098
2015-01-21,6620.100098,6728.00,6620.100098,6728.00,847589600,6728.00
2015-01-20,6585.50,6640.399902,6585.50,6620.100098,677002900,6620.100098
2015-01-19,6550.299805,6598.899902,6548.00,6585.50,537915700,6585.50
2015-01-16,6498.799805,6553.200195,6443.299805,6550.299805,805741900,6550.299805
2015-01-15,6388.50,6498.799805,6298.200195,6498.799805,980049600,6498.799805
2015-01-14,6542.200195,6542.200195,6353.700195,6388.50,971256900,6388.50
2015-01-13,6501.399902,6558.799805,6465.200195,6542.200195,673572900,6542.200195
2015-01-12,6501.100098,6542.399902,6447.899902,6501.399902,602313100,6501.399902
2015-01-09,6570.00,6570.200195,6471.399902,6501.100098,738488500,6501.100098
2015-01-08,6419.799805,6580.799805,6419.799805,6570.00,882740200,6570.00
2015-01-07,6366.50,6459.700195,6366.50,6419.799805,688211500,6419.799805
2015-01-06,6417.200195,6452.700195,6328.600098,6366.50,769463100,6366.50
2015-01-05,6547.799805,6576.700195,6404.50,6417.200195,728001100,6417.200195
2015-01-02,6566.100098,6607.899902,6510.600098,6547.799805,367562200,6547.799805
2014-12-31,6547.00,6578.200195,6547.00,6566.100098,125563600,6566.100098
2014-12-30,6633.50,6633.50,6528.899902,6547.00,337948000,6547.00
2014-12-29,6609.899902,6652.00,6587.899902,6633.50,350346200,6633.50
2014-12-24,6598.200195,6618.100098,6586.100098,6609.899902,253486900,6609.899902
2014-12-23,6576.700195,6620.50,6576.700195,6598.200195,380283900,6598.200195
2014-12-22,6545.299805,6621.00,6545.299805,6576.700195,483625300,6576.700195
2014-12-19,6466.00,6566.899902,6466.00,6545.299805,1144608500,6545.299805
2014-12-18,6336.50,6466.00,6336.50,6466.00,967411900,6466.00
2014-12-17,6331.799805,6359.700195,6240.299805,6336.50,745851900,6336.50
2014-12-16,6182.700195,6331.799805,6144.700195,6331.799805,1037451400,6331.799805
2014-12-15,6300.600098,6356.299805,6182.700195,6182.700195,985776000,6182.700195
2014-12-12,6461.700195,6461.700195,6297.399902,6300.600098,793966500,6300.600098
2014-12-11,6500.00,6521.700195,6441.299805,6461.700195,757393100,6461.700195
2014-12-10,6529.50,6565.799805,6500.00,6500.00,692354700,6500.00
2014-12-09,6672.200195,6672.200195,6529.50,6529.50,951132300,6529.50
2014-12-08,6742.799805,6742.799805,6672.200195,6672.200195,513903800,6672.200195
2014-12-05,6679.399902,6751.299805,6679.399902,6742.799805,678464700,6742.799805
2014-12-04,6716.600098,6734.00,6672.700195,6679.399902,699897800,6679.399902
2014-12-03,6742.100098,6753.200195,6713.799805,6716.600098,707002000,6716.600098
2014-12-02,6656.399902,6744.299805,6656.399902,6742.100098,654954300,6742.100098
2014-12-01,6722.600098,6722.600098,6637.399902,6656.399902,728046400,6656.399902
2014-11-28,6723.399902,6734.700195,6667.100098,6722.600098,839390500,6722.600098
2014-11-27,6729.200195,6749.899902,6713.799805,6723.399902,517208400,6723.399902
2014-11-26,6731.100098,6765.00,6718.50,6729.200195,586890500,6729.200195
2014-11-25,6729.799805,6750.899902,6709.299805,6731.100098,907288200,6731.100098
2014-11-24,6750.799805,6764.00,6720.100098,6729.799805,680406300,6729.799805
2014-11-21,6678.899902,6773.100098,6678.899902,6750.799805,845575400,6750.799805
2014-11-20,6696.600098,6696.799805,6641.100098,6678.899902,640496600,6678.899902
2014-11-19,6709.100098,6718.899902,6678.100098,6696.600098,802689100,6696.600098
2014-11-18,6672.00,6714.100098,6671.799805,6709.100098,653233800,6709.100098
2014-11-17,6654.399902,6681.600098,6616.100098,6672.00,537365300,6672.00
2014-11-14,6635.50,6654.399902,6610.100098,6654.399902,627535100,6654.399902
2014-11-13,6611.00,6645.899902,6596.899902,6635.50,721388700,6635.50
2014-11-12,6627.399902,6629.299805,6588.899902,6611.00,703040700,6611.00
2014-11-11,6611.299805,6632.600098,6605.299805,6627.399902,764945500,6627.399902
2014-11-10,6567.200195,6611.299805,6566.799805,6611.299805,575418400,6611.299805
2014-11-07,6551.200195,6608.200195,6551.200195,6567.200195,764955100,6567.200195
2014-11-06,6539.100098,6580.200195,6503.799805,6551.200195,799914900,6551.200195
2014-11-05,6454.00,6539.100098,6454.00,6539.100098,769396700,6539.100098
2014-11-04,6488.00,6510.299805,6444.899902,6454.00,816651600,6454.00
2014-11-03,6546.50,6559.600098,6478.50,6488.00,712567500,6488.00
2014-10-31,6463.600098,6553.399902,6463.600098,6546.50,1062914700,6546.50
2014-10-30,6453.899902,6483.200195,6378.200195,6463.600098,815851600,6463.600098
2014-10-29,6402.200195,6475.399902,6402.200195,6453.899902,700842900,6453.899902
2014-10-28,6363.50,6412.00,6363.50,6402.200195,800681500,6402.200195
2014-10-27,6388.700195,6443.799805,6336.100098,6363.50,781565600,6363.50
2014-10-24,6419.200195,6419.200195,6372.399902,6388.700195,717827900,6388.700195
2014-10-23,6399.700195,6430.299805,6313.299805,6419.200195,840402100,6419.200195
2014-10-22,6372.299805,6401.50,6341.399902,6399.700195,727170300,6399.700195
2014-10-21,6267.100098,6372.299805,6229.399902,6372.299805,856658100,6372.299805
2014-10-20,6310.299805,6320.299805,6238.600098,6267.100098,723302900,6267.100098
2014-10-17,6195.899902,6313.00,6188.00,6310.299805,1106053200,6310.299805
2014-10-16,6211.600098,6283.00,6072.700195,6195.899902,1697447000,6195.899902
2014-10-15,6392.700195,6405.00,6211.600098,6211.600098,1137435900,6211.600098
2014-10-14,6366.200195,6403.399902,6304.299805,6392.700195,831098100,6392.700195
2014-10-13,6340.00,6387.399902,6294.600098,6366.200195,846365400,6366.200195
2014-10-10,6431.899902,6431.899902,6328.399902,6340.00,897708400,6340.00
2014-10-09,6482.200195,6544.200195,6425.200195,6431.899902,864389000,6431.899902
2014-10-08,6495.600098,6502.399902,6453.799805,6482.200195,822967200,6482.200195
2014-10-07,6563.700195,6563.799805,6495.600098,6495.600098,858099000,6495.600098
2014-10-06,6527.899902,6588.299805,6527.899902,6563.700195,722223000,6563.700195
2014-10-03,6446.399902,6542.899902,6446.399902,6527.899902,750613100,6527.899902
2014-10-02,6557.50,6557.700195,6446.399902,6446.399902,807089800,6446.399902
2014-10-01,6622.700195,6622.799805,6539.700195,6557.50,789707300,6557.50
2014-09-30,6646.600098,6658.899902,6601.600098,6622.700195,882273900,6622.700195
2014-09-29,6649.399902,6653.899902,6608.700195,6646.600098,564786600,6646.600098
2014-09-26,6639.700195,6664.00,6615.100098,6649.399902,589221500,6649.399902
2014-09-25,6706.299805,6726.399902,6621.50,6639.700195,927894000,6639.700195
2014-09-24,6676.100098,6707.299805,6652.00,6706.299805,793646000,6706.299805
2014-09-23,6773.600098,6777.299805,6647.200195,6676.100098,762840800,6676.100098
2014-09-22,6837.899902,6838.399902,6766.899902,6773.600098,675055200,6773.600098
2014-09-19,6819.299805,6876.00,6819.299805,6837.899902,1551957500,6837.899902
2014-09-18,6780.899902,6822.600098,6769.600098,6819.299805,644480400,6819.299805
2014-09-17,6792.200195,6816.899902,6780.899902,6780.899902,596526700,6780.899902
2014-09-16,6804.200195,6804.299805,6748.100098,6792.200195,592887700,6792.200195
2014-09-15,6807.00,6813.899902,6771.700195,6804.200195,529231800,6804.200195
2014-09-12,6799.600098,6832.200195,6799.399902,6807.00,552974800,6807.00
2014-09-11,6830.100098,6857.50,6764.899902,6799.600098,648015500,6799.600098
2014-09-10,6829.00,6847.799805,6800.00,6830.100098,585612100,6830.100098
2014-09-09,6834.799805,6846.200195,6812.50,6829.00,580798600,6829.00
2014-09-08,6855.100098,6855.100098,6773.799805,6834.799805,754127500,6834.799805
2014-09-05,6878.00,6885.00,6829.100098,6855.100098,596549800,6855.100098
2014-09-04,6873.600098,6904.899902,6866.299805,6878.00,689038700,6878.00
2014-09-03,6829.200195,6898.600098,6826.700195,6873.600098,674899700,6873.600098
2014-09-02,6825.299805,6849.299805,6812.299805,6829.200195,820230900,6829.200195
2014-09-01,6819.799805,6825.299805,6798.299805,6825.299805,404272400,6825.299805
2014-08-29,6805.799805,6828.899902,6782.600098,6819.799805,720978600,6819.799805
2014-08-28,6830.700195,6831.200195,6796.899902,6805.799805,498070100,6805.799805
2014-08-27,6822.799805,6830.700195,6813.200195,6830.700195,481233300,6830.700195
2014-08-26,6775.299805,6827.299805,6775.299805,6822.799805,538317700,6822.799805
2014-08-22,6777.700195,6784.600098,6746.399902,6775.299805,571522600,6775.299805
2014-08-21,6755.50,6780.700195,6752.700195,6777.700195,423431000,6777.700195
2014-08-20,6779.299805,6781.200195,6739.799805,6755.50,466211000,6755.50
2014-08-19,6741.299805,6782.899902,6740.700195,6779.299805,463536900,6779.299805
2014-08-18,6689.100098,6745.700195,6689.100098,6741.299805,413053500,6741.299805
2014-08-15,6685.299805,6742.799805,6685.299805,6689.100098,545581000,6689.100098
2014-08-14,6656.700195,6694.600098,6641.799805,6685.299805,512629300,6685.299805
2014-08-13,6632.399902,6664.299805,6626.00,6656.700195,527733500,6656.700195
2014-08-12,6632.799805,6643.700195,6612.50,6632.399902,448281800,6632.399902
2014-08-11,6567.399902,6645.799805,6567.399902,6632.799805,494367000,6632.799805
2014-08-08,6597.399902,6597.399902,6528.700195,6567.399902,645423400,6567.399902
2014-08-07,6636.200195,6649.100098,6589.799805,6597.399902,565630100,6597.399902
2014-08-06,6682.50,6682.50,6588.399902,6636.200195,803798800,6636.200195
2014-08-05,6677.50,6713.50,6671.50,6682.50,512852200,6682.50
2014-08-04,6679.200195,6715.600098,6669.899902,6677.50,522832700,6677.50
2014-08-01,6730.100098,6730.100098,6624.700195,6679.200195,695334800,6679.200195
2014-07-31,6773.399902,6797.100098,6716.299805,6730.100098,919865400,6730.100098
2014-07-30,6807.799805,6815.299805,6758.200195,6773.399902,692780400,6773.399902
2014-07-29,6788.100098,6833.700195,6784.00,6807.799805,527703100,6807.799805
